timestamp,machine,block,position,cell_id,artefact,branch,harness_commit,features,target,case,command,exit_code,output_dir
"2026-07-31T23:25:12.7850190+01:00","MAC-LDN","4","10","B1","baseline","baseline","7c20bca2150a52c9afd4797d91e8cb5020163845","","baseline_pqxdh","baseline initiate session and encrypt first message","cargo bench -p libsignal-protocol --bench baseline_pqxdh -- ^baseline\ initiate\ session\ and\ encrypt\ first\ message$","0","evidence/criterion/MAC-LDN_block4_pos10_B1_baseline_pqxdh"
"2026-07-31T23:25:24.2360960+01:00","MAC-LDN","4","11","B2","baseline","baseline","7c20bca2150a52c9afd4797d91e8cb5020163845","","baseline_pqxdh","baseline initiate session and encrypt first message, no one-time curve key","cargo bench -p libsignal-protocol --bench baseline_pqxdh -- ^baseline\ initiate\ session\ and\ encrypt\ first\ message,\ no\ one-time\ curve\ key$","0","evidence/criterion/MAC-LDN_block4_pos11_B2_baseline_pqxdh"
"2026-07-31T23:25:36.3157350+01:00","MAC-LDN","4","12","B3","baseline","baseline","7c20bca2150a52c9afd4797d91e8cb5020163845","","baseline_pqxdh","baseline decrypt first message","cargo bench -p libsignal-protocol --bench baseline_pqxdh -- ^baseline\ decrypt\ first\ message$","0","evidence/criterion/MAC-LDN_block4_pos12_B3_baseline_pqxdh"
"2026-07-31T23:25:48.2539500+01:00","MAC-LDN","4","15","IB","baseline","baseline","7c20bca2150a52c9afd4797d91e8cb5020163845","","baseline_pqxdh","baseline session establishment and first exchange","cargo bench -p libsignal-protocol --bench baseline_pqxdh -- ^baseline\ session\ establishment\ and\ first\ exchange$","0","evidence/criterion/MAC-LDN_block4_pos15_IB_baseline_pqxdh"
"2026-07-31T23:25:57.3367200+01:00","MAC-LDN","4","28","C1","baseline","baseline","7c20bca2150a52c9afd4797d91e8cb5020163845","","classical","X25519_generate","cargo bench -p libsignal-protocol --bench classical -- ^X25519_generate$","0","evidence/criterion/MAC-LDN_block4_pos28_C1_classical"
"2026-07-31T23:26:07.7504060+01:00","MAC-LDN","4","29","C2","baseline","baseline","7c20bca2150a52c9afd4797d91e8cb5020163845","","classical","X25519_agree","cargo bench -p libsignal-protocol --bench classical -- ^X25519_agree$","0","evidence/criterion/MAC-LDN_block4_pos29_C2_classical"
"2026-07-31T23:26:17.1474610+01:00","MAC-LDN","4","30","C3","baseline","baseline","7c20bca2150a52c9afd4797d91e8cb5020163845","","classical","XEdDSA_sign","cargo bench -p libsignal-protocol --bench classical -- ^XEdDSA_sign$","0","evidence/criterion/MAC-LDN_block4_pos30_C3_classical"
"2026-07-31T23:30:31.1677570+01:00","MAC-LDN","5","5","B1","baseline","baseline","7c20bca2150a52c9afd4797d91e8cb5020163845","","baseline_pqxdh","baseline initiate session and encrypt first message","cargo bench -p libsignal-protocol --bench baseline_pqxdh -- ^baseline\ initiate\ session\ and\ encrypt\ first\ message$","0","evidence/criterion/MAC-LDN_block5_pos05_B1_baseline_pqxdh"
"2026-07-31T23:30:42.6577880+01:00","MAC-LDN","5","6","B2","baseline","baseline","7c20bca2150a52c9afd4797d91e8cb5020163845","","baseline_pqxdh","baseline initiate session and encrypt first message, no one-time curve key","cargo bench -p libsignal-protocol --bench baseline_pqxdh -- ^baseline\ initiate\ session\ and\ encrypt\ first\ message,\ no\ one-time\ curve\ key$","0","evidence/criterion/MAC-LDN_block5_pos06_B2_baseline_pqxdh"
"2026-07-31T23:30:54.7537700+01:00","MAC-LDN","5","7","B3","baseline","baseline","7c20bca2150a52c9afd4797d91e8cb5020163845","","baseline_pqxdh","baseline decrypt first message","cargo bench -p libsignal-protocol --bench baseline_pqxdh -- ^baseline\ decrypt\ first\ message$","0","evidence/criterion/MAC-LDN_block5_pos07_B3_baseline_pqxdh"
"2026-07-31T23:31:06.6397580+01:00","MAC-LDN","5","10","IB","baseline","baseline","7c20bca2150a52c9afd4797d91e8cb5020163845","","baseline_pqxdh","baseline session establishment and first exchange","cargo bench -p libsignal-protocol --bench baseline_pqxdh -- ^baseline\ session\ establishment\ and\ first\ exchange$","0","evidence/criterion/MAC-LDN_block5_pos10_IB_baseline_pqxdh"
"2026-07-31T23:31:15.7280550+01:00","MAC-LDN","5","23","C1","baseline","baseline","7c20bca2150a52c9afd4797d91e8cb5020163845","","classical","X25519_generate","cargo bench -p libsignal-protocol --bench classical -- ^X25519_generate$","0","evidence/criterion/MAC-LDN_block5_pos23_C1_classical"
"2026-07-31T23:31:26.1817490+01:00","MAC-LDN","5","24","C2","baseline","baseline","7c20bca2150a52c9afd4797d91e8cb5020163845","","classical","X25519_agree","cargo bench -p libsignal-protocol --bench classical -- ^X25519_agree$","0","evidence/criterion/MAC-LDN_block5_pos24_C2_classical"
"2026-07-31T23:31:35.5893790+01:00","MAC-LDN","5","25","C3","baseline","baseline","7c20bca2150a52c9afd4797d91e8cb5020163845","","classical","XEdDSA_sign","cargo bench -p libsignal-protocol --bench classical -- ^XEdDSA_sign$","0","evidence/criterion/MAC-LDN_block5_pos25_C3_classical"
"2026-07-31T23:31:46.8671340+01:00","MAC-LDN","5","26","C4","baseline","baseline","7c20bca2150a52c9afd4797d91e8cb5020163845","","classical","XEdDSA_verify","cargo bench -p libsignal-protocol --bench classical -- ^XEdDSA_verify$","0","evidence/criterion/MAC-LDN_block5_pos26_C4_classical"
